measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,14,Maldives,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,9.487600041,13.00476385,6.42252257
1,Deaths,83,Iceland,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,70.75379797,75.55769726,65.63260653
1,Deaths,83,Iceland,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,77.92195389,83.09854693,73.00517745
1,Deaths,208,Guinea,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,125.4239061,151.0016529,100.2037227
1,Deaths,208,Guinea,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,209.6803754,263.2686045,166.7498073
1,Deaths,212,Mauritania,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,42.37910771,52.37407091,33.55752023
1,Deaths,212,Mauritania,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,76.44705113,95.31239535,59.81915553
1,Deaths,77,Cyprus,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,123.8932751,143.3271607,105.5443684
1,Deaths,77,Cyprus,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,142.1426044,164.0903014,121.2587281
1,Deaths,176,Comoros,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,8.201369509,10.95266977,5.009572171
1,Deaths,176,Comoros,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,12.92854334,17.0160249,7.646647003
1,Deaths,61,Republic of Moldova,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,953.4890021,1028.788609,880.8589572
1,Deaths,61,Republic of Moldova,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,1124.106905,1199.72109,1055.623479
1,Deaths,79,Finland,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,1565.038432,1641.313087,1484.361399
1,Deaths,79,Finland,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,1828.797248,1913.487979,1739.893207
1,Deaths,51,Poland,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,16083.02538,16572.33733,15580.35079
1,Deaths,51,Poland,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,17895.30983,18430.68188,17337.69152
1,Deaths,206,Gambia,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,10.8140675,13.92302628,8.251537343
1,Deaths,206,Gambia,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,16.47012856,21.2206956,12.29908461
1,Deaths,98,Chile,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,1177.257057,1263.025491,1099.110407
1,Deaths,98,Chile,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,1479.415785,1578.55728,1389.886429
1,Deaths,55,Slovenia,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,644.9140147,829.6576336,494.125714
1,Deaths,55,Slovenia,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,741.2383345,955.7955211,567.6032427
1,Deaths,121,Bolivia (Plurinational State of),3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,205.2326378,285.0546766,124.7818972
1,Deaths,121,Bolivia (Plurinational State of),3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,309.2354661,417.1002113,196.980831
1,Deaths,68,Republic of Korea,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,5067.764991,5419.122022,4771.354612
1,Deaths,68,Republic of Korea,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,5841.277254,6243.384457,5490.428514
1,Deaths,200,Benin,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,89.33249889,109.1183156,70.79861557
1,Deaths,200,Benin,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,150.3639004,181.4888473,119.1006932
1,Deaths,214,Nigeria,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,780.8084532,1088.325312,526.2068744
1,Deaths,214,Nigeria,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,1808.383287,2532.64083,1251.633455
1,Deaths,125,Colombia,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,1578.874677,1693.658297,1459.600027
1,Deaths,125,Colombia,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,2084.177483,2245.933228,1929.680803
1,Deaths,216,Senegal,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,163.7439896,224.5633031,117.1698354
1,Deaths,216,Senegal,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,268.411746,355.5180167,197.5042652
1,Deaths,59,Latvia,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,949.6521182,997.7355281,905.0993572
1,Deaths,59,Latvia,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,1070.390797,1126.634368,1017.974981
1,Deaths,146,Lebanon,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,371.0422253,474.8708826,272.5148366
1,Deaths,146,Lebanon,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,417.6689144,533.4000056,308.6842075
1,Deaths,7,Democratic People's Republic of Korea,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,2419.120256,3256.672012,1792.328657
1,Deaths,7,Democratic People's Republic of Korea,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,3466.730107,4596.883104,2572.801728
1,Deaths,18,Thailand,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,6571.634918,7486.903153,5731.129544
1,Deaths,18,Thailand,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,8387.043154,9475.756172,7389.910988
1,Deaths,53,Serbia,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,3448.093624,3832.72212,2843.871405
1,Deaths,53,Serbia,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,3985.411048,4410.478851,3312.523825
1,Deaths,66,Brunei Darussalam,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,27.04697446,32.42646964,21.44252123
1,Deaths,66,Brunei Darussalam,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,31.1891669,37.31496142,24.80132465
1,Deaths,202,Cameroon,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,193.8804244,254.4513628,148.0861005
1,Deaths,202,Cameroon,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,343.6784989,448.3113421,263.5234333
1,Deaths,123,Peru,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,448.4301962,559.5990744,349.4980595
1,Deaths,123,Peru,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,1133.309666,1366.333708,932.4715257
1,Deaths,89,Netherlands,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,8142.186836,8407.187907,7844.824021
1,Deaths,89,Netherlands,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,8893.643265,9164.38358,8591.73155
1,Deaths,127,El Salvador,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,101.735665,113.7247545,88.75584168
1,Deaths,127,El Salvador,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,174.7992783,194.9224289,154.0853596
1,Deaths,129,Honduras,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,138.8355038,173.2223787,102.5776459
1,Deaths,129,Honduras,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,213.814345,259.6131016,162.1089954
1,Deaths,26,Papua New Guinea,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,191.7246174,298.7759932,127.6100287
1,Deaths,26,Papua New Guinea,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,267.6073519,420.0257947,181.8193665
1,Deaths,102,United States of America,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,124901.0138,128990.7119,120075.7506
1,Deaths,102,United States of America,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,138245.1133,142750.6862,133025.1304
1,Deaths,144,Jordan,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,128.3115314,159.6173767,103.0568811
1,Deaths,144,Jordan,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,145.633779,180.2780234,117.6991987
1,Deaths,148,Morocco,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,1393.96394,1741.293164,1052.590686
1,Deaths,148,Morocco,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,1667.219864,2054.869397,1258.989443
1,Deaths,191,Zambia,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,108.9405434,139.0490405,80.8786571
1,Deaths,191,Zambia,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,198.3402624,249.7565708,154.835302
1,Deaths,57,Belarus,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,3273.713323,3438.143561,3107.941637
1,Deaths,57,Belarus,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,3658.187702,3844.860841,3482.245861
1,Deaths,142,Iran (Islamic Republic of),3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,1777.178636,2183.884893,1440.078314
1,Deaths,142,Iran (Islamic Republic of),3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,2197.988592,2677.062332,1784.073426
1,Deaths,193,Botswana,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,59.47409973,74.67352005,45.99455664
1,Deaths,193,Botswana,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,86.87014425,108.5356681,66.57605137
1,Deaths,160,Afghanistan,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,345.3171616,637.2894698,156.9248259
1,Deaths,160,Afghanistan,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,698.7437943,1247.398306,336.2829681
1,Deaths,163,India,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,16352.97653,19907.98672,13421.92922
1,Deaths,163,India,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,23277.78541,27944.11119,19488.71891
1,Deaths,133,Venezuela (Bolivarian Republic of),3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,1110.175709,1195.235777,1026.679202
1,Deaths,133,Venezuela (Bolivarian Republic of),3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,1361.946832,1471.968134,1247.679729
1,Deaths,184,Mozambique,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,128.1615868,158.408917,99.92037105
1,Deaths,184,Mozambique,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,235.3464301,299.3284941,183.6618872
1,Deaths,131,Nicaragua,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,60.66352581,69.9424929,52.82092228
1,Deaths,131,Nicaragua,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,87.94724082,101.5183097,75.71275908
1,Deaths,30,Vanuatu,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,7.746267355,12.50519793,4.649409393
1,Deaths,30,Vanuatu,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,10.69084658,16.93972405,6.615965768
1,Deaths,28,Solomon Islands,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,27.08990271,45.81670084,14.85322941
1,Deaths,28,Solomon Islands,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,34.02003607,56.68154633,18.44861115
1,Deaths,74,Andorra,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,18.48493328,24.95302313,14.39004791
1,Deaths,74,Andorra,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,21.11062044,28.72006819,16.2061518
1,Deaths,91,Portugal,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,1945.303478,2050.601897,1837.670132
1,Deaths,91,Portugal,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,2249.182144,2379.936602,2118.604912
1,Deaths,95,United Kingdom,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,34607.16319,35643.41377,33396.28362
1,Deaths,95,United Kingdom,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",169,All risk factors,1,Number,1990,39071.24373,40086.7074,37729.64483
1,Deaths,205,Côte d'Ivoire,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",99,Smoking,1,Number,1990,197.5826259,265.0875023,137.0120575
